journey_key,line_key,operator_ref,origin_aimed_departure_time,event_date,hour_of_day,day_of_week,is_peak,delay_minutes,is_compliant,fare_proxy,fare_band,has_disruption,disruption_severity_score,primary_disruption_reason,hist_line_noncompliance_rate,hist_line_delay_mean,hist_line_delay_std,hist_line_n_prior,model_name,prediction,probability_compliant,hypothetical_exposure,prob_noncompliant
ANWE|P14|4442|2026-07-12|4811,P14,ANWE,2026-07-12 07:00:00,2026-07-12,7.0,1.0,1.0,130.31666666666666,0,1.81031746031746,network_default,0,0.0,none,0.5,0.0,0.0,0.0,GBT,0,0.02471648773361812,1.7655727710155689,0.9752835122663819
ANWE|P5|4442|2026-07-13|6578,P5,ANWE,2026-07-13 07:00:00,2026-07-13,7.0,2.0,1.0,702.0,0,1.81031746031746,network_default,0,0.0,none,1.0,109.22222222222221,4.539244512112201,6.0,GBT,0,0.026238996704474715,1.7628165464421373,0.9737610032955253
ANWE|P10|4441|0001-01-01|6576,P10,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,371.1,0,1.81031746031746,network_default,0,0.0,none,0.5,0.0,0.0,0.0,GBT,0,0.027692093732926137,1.7601859795199961,0.9723079062670739
ANWE|82A|5052|2026-06-14|3177,82A,ANWE,2026-06-14 18:42:00,2026-06-14,18.0,1.0,1.0,102.15,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,111.24375,4.47113260659022,8.0,GBT,0,0.029201050720410016,1.757454288338686,0.97079894927959
ANWE|P12|4442|2026-07-13|6577,P12,ANWE,2026-07-13 07:00:00,2026-07-13,7.0,2.0,1.0,332.4166666666667,0,1.81031746031746,network_default,0,0.0,none,1.0,112.88333333333334,0.0,1.0,GBT,0,0.03228907748841203,1.7518639795626443,0.967710922511588
ANWE|P14|4442|2026-07-13|4811,P14,ANWE,2026-07-13 07:00:00,2026-07-13,7.0,2.0,1.0,363.3833333333333,0,1.81031746031746,network_default,0,0.0,none,1.0,130.31666666666666,0.0,1.0,GBT,0,0.03228907748841203,1.7518639795626443,0.967710922511588
ANWE|P2|4442|2026-07-13|7401,P2,ANWE,2026-07-13 07:08:00,2026-07-13,7.0,2.0,1.0,699.7833333333333,0,1.81031746031746,network_default,0,0.0,none,1.0,17.44166666666667,100.60181363875806,4.0,GBT,0,0.036703614484106306,1.7438722661601216,0.9632963855158937
ANWE|20|1003|2026-07-13|3161,20,ANWE,2026-07-13 21:45:00,2026-07-13,21.0,2.0,0.0,46.1,0,1.81031746031746,network_default,0,0.0,none,0.6,10.940000000000001,20.622535542998154,5.0,GBT,0,0.037093725990418824,1.7431660404887734,0.9629062740095812
ANWE|P2|4441|2026-07-12|6577,P2,ANWE,2026-07-12 11:00:00,2026-07-12,11.0,1.0,0.0,-69.6,0,1.81031746031746,network_default,0,0.0,none,1.0,46.455555555555556,100.64915732568441,3.0,GBT,0,0.03799931783140942,1.741526631767107,0.9620006821685906
ANWE|82A|5044|2026-06-14|2790,82A,ANWE,2026-06-14 16:42:00,2026-06-14,16.0,1.0,1.0,113.81666666666666,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,114.40416666666667,1.4647319941937549,4.0,GBT,0,0.03864947746629199,1.7403496364280855,0.961350522533708
ANWE|82A|5046|2026-06-14|3050,82A,ANWE,2026-06-14 17:12:00,2026-06-14,17.0,1.0,1.0,108.33333333333333,0,1.81031746031746,network_default,1,3.0,roadClosed,1.0,114.28666666666668,1.295419280044539,5.0,GBT,0,0.03864947746629199,1.7403496364280855,0.961350522533708
ANWE|3C|1051|2026-07-13|3162,3C,ANWE,2026-07-13 16:25:00,2026-07-13,16.0,2.0,1.0,50.483333333333334,0,1.81031746031746,network_default,0,0.0,none,0.5925925925925926,3.49074074074074,3.3202252952768148,27.0,GBT,0,0.03997229290869864,1.7379549205359193,0.9600277070913014
ANWE|P2|4441|2026-07-13|7705,P2,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,358.96666666666664,0,1.81031746031746,network_default,0,0.0,none,1.0,209.44999999999996,314.7618283012658,6.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P14|4441|2026-07-13|3102,P14,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,553.9,0,1.81031746031746,network_default,0,0.0,none,1.0,365.81111111111113,236.71767075600448,3.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P14|4441|0001-01-01|4825,P14,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,377.65,0,1.81031746031746,network_default,0,0.0,none,1.0,386.7861111111111,172.44521494494248,6.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P2|4441|2026-07-13|SP_RU,P2,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,471.1666666666667,0,1.81031746031746,network_default,0,0.0,none,1.0,230.8095238095238,292.8414450367586,7.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P2|4441|2026-07-13|7701,P2,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,487.15,0,1.81031746031746,network_default,0,0.0,none,1.0,153.91,317.3461417670686,5.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P2|4441|2026-07-14|6579,P2,ANWE,2026-07-14 11:00:00,2026-07-14,11.0,3.0,0.0,303.5,0,1.81031746031746,network_default,0,0.0,none,1.0,265.5740740740741,266.1509827761604,9.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P5|4441|2026-07-13|3021,P5,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,476.3666666666667,0,1.81031746031746,network_default,0,0.0,none,1.0,202.91666666666666,231.9741098460966,9.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
ANWE|P5|4441|2026-07-13|6580,P5,ANWE,2026-07-13 11:00:00,2026-07-13,11.0,2.0,0.0,464.93333333333334,0,1.81031746031746,network_default,0,0.0,none,1.0,230.26166666666668,235.18156422482306,10.0,GBT,0,0.040094727028877286,1.7377332759104211,0.9599052729711227
